areaType,Nation,areaCode,date,newDeaths,cumDeaths,Ratio,newDeathsper100000,totalDeathsper100000
nation,Northern Ireland,N92000002,18/06/2023,0,5324,18.96,0,280.8016878
nation,Northern Ireland,N92000002,17/06/2023,0,5324,18.96,0,280.8016878
nation,Northern Ireland,N92000002,16/06/2023,3,5324,18.96,0.158227848,280.8016878
nation,Northern Ireland,N92000002,15/06/2023,0,5321,18.96,0,280.6434599
nation,Northern Ireland,N92000002,14/06/2023,0,5321,18.96,0,280.6434599
nation,Northern Ireland,N92000002,13/06/2023,3,5321,18.96,0.158227848,280.6434599
nation,Northern Ireland,N92000002,12/06/2023,0,5318,18.96,0,280.4852321
nation,Northern Ireland,N92000002,11/06/2023,1,5318,18.96,0.052742616,280.4852321
nation,Northern Ireland,N92000002,10/06/2023,0,5317,18.96,0,280.4324895
nation,Northern Ireland,N92000002,09/06/2023,0,5317,18.96,0,280.4324895
nation,Northern Ireland,N92000002,08/06/2023,0,5317,18.96,0,280.4324895
nation,Northern Ireland,N92000002,07/06/2023,1,5317,18.96,0.052742616,280.4324895
nation,Northern Ireland,N92000002,06/06/2023,0,5316,18.96,0,280.3797468
nation,Northern Ireland,N92000002,05/06/2023,1,5316,18.96,0.052742616,280.3797468
nation,Northern Ireland,N92000002,04/06/2023,0,5315,18.96,0,280.3270042
nation,Northern Ireland,N92000002,03/06/2023,0,5315,18.96,0,280.3270042
nation,Northern Ireland,N92000002,02/06/2023,1,5315,18.96,0.052742616,280.3270042
nation,Northern Ireland,N92000002,01/06/2023,0,5314,18.96,0,280.2742616
nation,Northern Ireland,N92000002,31/05/2023,1,5314,18.96,0.052742616,280.2742616
nation,Northern Ireland,N92000002,30/05/2023,0,5313,18.96,0,280.221519
nation,Northern Ireland,N92000002,29/05/2023,0,5313,18.96,0,280.221519
nation,Northern Ireland,N92000002,28/05/2023,0,5313,18.96,0,280.221519
nation,Northern Ireland,N92000002,27/05/2023,1,5313,18.96,0.052742616,280.221519
nation,Northern Ireland,N92000002,26/05/2023,5,5312,18.96,0.26371308,280.1687764
nation,Northern Ireland,N92000002,25/05/2023,0,5307,18.96,0,279.9050633
nation,Northern Ireland,N92000002,24/05/2023,2,5307,18.96,0.105485232,279.9050633
nation,Northern Ireland,N92000002,23/05/2023,0,5305,18.96,0,279.7995781
nation,Northern Ireland,N92000002,22/05/2023,0,5305,18.96,0,279.7995781
nation,Northern Ireland,N92000002,21/05/2023,0,5305,18.96,0,279.7995781
nation,Northern Ireland,N92000002,20/05/2023,1,5305,18.96,0.052742616,279.7995781
nation,Northern Ireland,N92000002,19/05/2023,0,5304,18.96,0,279.7468354
nation,Northern Ireland,N92000002,18/05/2023,2,5304,18.96,0.105485232,279.7468354
nation,Northern Ireland,N92000002,17/05/2023,0,5302,18.96,0,279.6413502
nation,Northern Ireland,N92000002,16/05/2023,3,5302,18.96,0.158227848,279.6413502
nation,Northern Ireland,N92000002,15/05/2023,0,5299,18.96,0,279.4831224
nation,Northern Ireland,N92000002,14/05/2023,1,5299,18.96,0.052742616,279.4831224
nation,Northern Ireland,N92000002,13/05/2023,1,5298,18.96,0.052742616,279.4303797
nation,Northern Ireland,N92000002,12/05/2023,0,5297,18.96,0,279.3776371
nation,Northern Ireland,N92000002,11/05/2023,0,5297,18.96,0,279.3776371
nation,Northern Ireland,N92000002,10/05/2023,2,5297,18.96,0.105485232,279.3776371
nation,Northern Ireland,N92000002,09/05/2023,1,5295,18.96,0.052742616,279.2721519
nation,Northern Ireland,N92000002,08/05/2023,1,5294,18.96,0.052742616,279.2194093
nation,Northern Ireland,N92000002,07/05/2023,2,5293,18.96,0.105485232,279.1666667
nation,Northern Ireland,N92000002,06/05/2023,1,5291,18.96,0.052742616,279.0611814
nation,Northern Ireland,N92000002,05/05/2023,2,5290,18.96,0.105485232,279.0084388
nation,Northern Ireland,N92000002,04/05/2023,1,5288,18.96,0.052742616,278.9029536
nation,Northern Ireland,N92000002,03/05/2023,0,5287,18.96,0,278.850211
nation,Northern Ireland,N92000002,02/05/2023,3,5287,18.96,0.158227848,278.850211
nation,Northern Ireland,N92000002,01/05/2023,3,5284,18.96,0.158227848,278.6919831
nation,Northern Ireland,N92000002,30/04/2023,1,5281,18.96,0.052742616,278.5337553
nation,Northern Ireland,N92000002,29/04/2023,0,5280,18.96,0,278.4810127
nation,Northern Ireland,N92000002,28/04/2023,2,5280,18.96,0.105485232,278.4810127
nation,Northern Ireland,N92000002,27/04/2023,1,5278,18.96,0.052742616,278.3755274
nation,Northern Ireland,N92000002,26/04/2023,1,5277,18.96,0.052742616,278.3227848
nation,Northern Ireland,N92000002,25/04/2023,4,5276,18.96,0.210970464,278.2700422
nation,Northern Ireland,N92000002,24/04/2023,1,5272,18.96,0.052742616,278.0590717
nation,Northern Ireland,N92000002,23/04/2023,3,5271,18.96,0.158227848,278.0063291
nation,Northern Ireland,N92000002,22/04/2023,3,5268,18.96,0.158227848,277.8481013
nation,Northern Ireland,N92000002,21/04/2023,1,5265,18.96,0.052742616,277.6898734
nation,Northern Ireland,N92000002,20/04/2023,6,5264,18.96,0.316455696,277.6371308
nation,Northern Ireland,N92000002,19/04/2023,2,5258,18.96,0.105485232,277.3206751
nation,Northern Ireland,N92000002,18/04/2023,1,5256,18.96,0.052742616,277.2151899
nation,Northern Ireland,N92000002,17/04/2023,2,5255,18.96,0.105485232,277.1624473
nation,Northern Ireland,N92000002,16/04/2023,1,5253,18.96,0.052742616,277.056962
nation,Northern Ireland,N92000002,15/04/2023,1,5252,18.96,0.052742616,277.0042194
nation,Northern Ireland,N92000002,14/04/2023,1,5251,18.96,0.052742616,276.9514768
nation,Northern Ireland,N92000002,13/04/2023,0,5250,18.96,0,276.8987342
nation,Northern Ireland,N92000002,12/04/2023,1,5250,18.96,0.052742616,276.8987342
nation,Northern Ireland,N92000002,11/04/2023,2,5249,18.96,0.105485232,276.8459916
nation,Northern Ireland,N92000002,10/04/2023,2,5247,18.96,0.105485232,276.7405063
nation,Northern Ireland,N92000002,09/04/2023,2,5245,18.96,0.105485232,276.6350211
nation,Northern Ireland,N92000002,08/04/2023,3,5243,18.96,0.158227848,276.5295359
nation,Northern Ireland,N92000002,07/04/2023,1,5240,18.96,0.052742616,276.371308
nation,Northern Ireland,N92000002,06/04/2023,3,5239,18.96,0.158227848,276.3185654
nation,Northern Ireland,N92000002,05/04/2023,1,5236,18.96,0.052742616,276.1603376
nation,Northern Ireland,N92000002,04/04/2023,1,5235,18.96,0.052742616,276.1075949
nation,Northern Ireland,N92000002,03/04/2023,0,5234,18.96,0,276.0548523
nation,Northern Ireland,N92000002,02/04/2023,2,5234,18.96,0.105485232,276.0548523
nation,Northern Ireland,N92000002,01/04/2023,0,5232,18.96,0,275.9493671
nation,Northern Ireland,N92000002,31/03/2023,2,5232,18.96,0.105485232,275.9493671
nation,Northern Ireland,N92000002,30/03/2023,2,5230,18.96,0.105485232,275.8438819
nation,Northern Ireland,N92000002,29/03/2023,4,5228,18.96,0.210970464,275.7383966
nation,Northern Ireland,N92000002,28/03/2023,1,5224,18.96,0.052742616,275.5274262
nation,Northern Ireland,N92000002,27/03/2023,2,5223,18.96,0.105485232,275.4746835
nation,Northern Ireland,N92000002,26/03/2023,2,5221,18.96,0.105485232,275.3691983
nation,Northern Ireland,N92000002,25/03/2023,3,5219,18.96,0.158227848,275.2637131
nation,Northern Ireland,N92000002,24/03/2023,2,5216,18.96,0.105485232,275.1054852
nation,Northern Ireland,N92000002,23/03/2023,0,5214,18.96,0,275
nation,Northern Ireland,N92000002,22/03/2023,0,5214,18.96,0,275
nation,Northern Ireland,N92000002,21/03/2023,1,5214,18.96,0.052742616,275
nation,Northern Ireland,N92000002,20/03/2023,0,5213,18.96,0,274.9472574
nation,Northern Ireland,N92000002,19/03/2023,2,5213,18.96,0.105485232,274.9472574
nation,Northern Ireland,N92000002,18/03/2023,2,5211,18.96,0.105485232,274.8417722
nation,Northern Ireland,N92000002,17/03/2023,0,5209,18.96,0,274.7362869
nation,Northern Ireland,N92000002,16/03/2023,0,5209,18.96,0,274.7362869
nation,Northern Ireland,N92000002,15/03/2023,0,5209,18.96,0,274.7362869
nation,Northern Ireland,N92000002,14/03/2023,2,5209,18.96,0.105485232,274.7362869
nation,Northern Ireland,N92000002,13/03/2023,0,5207,18.96,0,274.6308017
nation,Northern Ireland,N92000002,12/03/2023,5,5207,18.96,0.26371308,274.6308017
nation,Northern Ireland,N92000002,11/03/2023,0,5202,18.96,0,274.3670886
nation,Northern Ireland,N92000002,10/03/2023,1,5202,18.96,0.052742616,274.3670886
nation,Northern Ireland,N92000002,09/03/2023,0,5201,18.96,0,274.314346
nation,Northern Ireland,N92000002,08/03/2023,1,5201,18.96,0.052742616,274.314346
nation,Northern Ireland,N92000002,07/03/2023,1,5200,18.96,0.052742616,274.2616034
nation,Northern Ireland,N92000002,06/03/2023,1,5199,18.96,0.052742616,274.2088608
nation,Northern Ireland,N92000002,05/03/2023,1,5198,18.96,0.052742616,274.1561181
nation,Northern Ireland,N92000002,04/03/2023,2,5197,18.96,0.105485232,274.1033755
nation,Northern Ireland,N92000002,03/03/2023,1,5195,18.96,0.052742616,273.9978903
nation,Northern Ireland,N92000002,02/03/2023,0,5194,18.96,0,273.9451477
nation,Northern Ireland,N92000002,01/03/2023,3,5194,18.96,0.158227848,273.9451477
nation,Northern Ireland,N92000002,28/02/2023,0,5191,18.96,0,273.7869198
nation,Northern Ireland,N92000002,27/02/2023,1,5191,18.96,0.052742616,273.7869198
nation,Northern Ireland,N92000002,26/02/2023,1,5190,18.96,0.052742616,273.7341772
nation,Northern Ireland,N92000002,25/02/2023,2,5189,18.96,0.105485232,273.6814346
nation,Northern Ireland,N92000002,24/02/2023,0,5187,18.96,0,273.5759494
nation,Northern Ireland,N92000002,23/02/2023,3,5187,18.96,0.158227848,273.5759494
nation,Northern Ireland,N92000002,22/02/2023,2,5184,18.96,0.105485232,273.4177215
nation,Northern Ireland,N92000002,21/02/2023,1,5182,18.96,0.052742616,273.3122363
nation,Northern Ireland,N92000002,20/02/2023,0,5181,18.96,0,273.2594937
nation,Northern Ireland,N92000002,19/02/2023,0,5181,18.96,0,273.2594937
nation,Northern Ireland,N92000002,18/02/2023,3,5181,18.96,0.158227848,273.2594937
nation,Northern Ireland,N92000002,17/02/2023,1,5178,18.96,0.052742616,273.1012658
nation,Northern Ireland,N92000002,16/02/2023,0,5177,18.96,0,273.0485232
nation,Northern Ireland,N92000002,15/02/2023,0,5177,18.96,0,273.0485232
nation,Northern Ireland,N92000002,14/02/2023,2,5177,18.96,0.105485232,273.0485232
nation,Northern Ireland,N92000002,13/02/2023,0,5175,18.96,0,272.943038
nation,Northern Ireland,N92000002,12/02/2023,2,5175,18.96,0.105485232,272.943038
nation,Northern Ireland,N92000002,11/02/2023,1,5173,18.96,0.052742616,272.8375527
nation,Northern Ireland,N92000002,10/02/2023,1,5172,18.96,0.052742616,272.7848101
nation,Northern Ireland,N92000002,09/02/2023,3,5171,18.96,0.158227848,272.7320675
nation,Northern Ireland,N92000002,08/02/2023,2,5168,18.96,0.105485232,272.5738397
nation,Northern Ireland,N92000002,07/02/2023,1,5166,18.96,0.052742616,272.4683544
nation,Northern Ireland,N92000002,06/02/2023,1,5165,18.96,0.052742616,272.4156118
nation,Northern Ireland,N92000002,05/02/2023,1,5164,18.96,0.052742616,272.3628692
nation,Northern Ireland,N92000002,04/02/2023,4,5163,18.96,0.210970464,272.3101266
nation,Northern Ireland,N92000002,03/02/2023,6,5159,18.96,0.316455696,272.0991561
nation,Northern Ireland,N92000002,02/02/2023,2,5153,18.96,0.105485232,271.7827004
nation,Northern Ireland,N92000002,01/02/2023,1,5151,18.96,0.052742616,271.6772152
nation,Northern Ireland,N92000002,31/01/2023,2,5150,18.96,0.105485232,271.6244726
nation,Northern Ireland,N92000002,30/01/2023,0,5148,18.96,0,271.5189873
nation,Northern Ireland,N92000002,29/01/2023,2,5148,18.96,0.105485232,271.5189873
nation,Northern Ireland,N92000002,28/01/2023,2,5146,18.96,0.105485232,271.4135021
nation,Northern Ireland,N92000002,27/01/2023,3,5144,18.96,0.158227848,271.3080169
nation,Northern Ireland,N92000002,26/01/2023,4,5141,18.96,0.210970464,271.149789
nation,Northern Ireland,N92000002,25/01/2023,3,5137,18.96,0.158227848,270.9388186
nation,Northern Ireland,N92000002,24/01/2023,3,5134,18.96,0.158227848,270.7805907
nation,Northern Ireland,N92000002,23/01/2023,5,5131,18.96,0.26371308,270.6223629
nation,Northern Ireland,N92000002,22/01/2023,0,5126,18.96,0,270.3586498
nation,Northern Ireland,N92000002,21/01/2023,3,5126,18.96,0.158227848,270.3586498
nation,Northern Ireland,N92000002,20/01/2023,3,5123,18.96,0.158227848,270.2004219
nation,Northern Ireland,N92000002,19/01/2023,3,5120,18.96,0.158227848,270.0421941
nation,Northern Ireland,N92000002,18/01/2023,3,5117,18.96,0.158227848,269.8839662
nation,Northern Ireland,N92000002,17/01/2023,1,5114,18.96,0.052742616,269.7257384
nation,Northern Ireland,N92000002,16/01/2023,2,5113,18.96,0.105485232,269.6729958
nation,Northern Ireland,N92000002,15/01/2023,4,5111,18.96,0.210970464,269.5675105
nation,Northern Ireland,N92000002,14/01/2023,3,5107,18.96,0.158227848,269.3565401
nation,Northern Ireland,N92000002,13/01/2023,2,5104,18.96,0.105485232,269.1983122
nation,Northern Ireland,N92000002,12/01/2023,6,5102,18.96,0.316455696,269.092827
nation,Northern Ireland,N92000002,11/01/2023,3,5096,18.96,0.158227848,268.7763713
nation,Northern Ireland,N92000002,10/01/2023,2,5093,18.96,0.105485232,268.6181435
nation,Northern Ireland,N92000002,09/01/2023,3,5091,18.96,0.158227848,268.5126582
nation,Northern Ireland,N92000002,08/01/2023,3,5088,18.96,0.158227848,268.3544304
nation,Northern Ireland,N92000002,07/01/2023,3,5085,18.96,0.158227848,268.1962025
nation,Northern Ireland,N92000002,06/01/2023,7,5082,18.96,0.369198312,268.0379747
nation,Northern Ireland,N92000002,05/01/2023,6,5075,18.96,0.316455696,267.6687764
nation,Northern Ireland,N92000002,04/01/2023,0,5069,18.96,0,267.3523207
nation,Northern Ireland,N92000002,03/01/2023,2,5069,18.96,0.105485232,267.3523207
nation,Northern Ireland,N92000002,02/01/2023,4,5067,18.96,0.210970464,267.2468354
nation,Northern Ireland,N92000002,01/01/2023,2,5063,18.96,0.105485232,267.035865
nation,Northern Ireland,N92000002,31/12/2022,1,5061,18.96,0.052742616,266.9303797
nation,Northern Ireland,N92000002,30/12/2022,6,5060,18.96,0.316455696,266.8776371
nation,Northern Ireland,N92000002,29/12/2022,3,5054,18.96,0.158227848,266.5611814
nation,Northern Ireland,N92000002,28/12/2022,5,5051,18.96,0.26371308,266.4029536
nation,Northern Ireland,N92000002,27/12/2022,1,5046,18.96,0.052742616,266.1392405
nation,Northern Ireland,N92000002,26/12/2022,1,5045,18.96,0.052742616,266.0864979
nation,Northern Ireland,N92000002,25/12/2022,2,5044,18.96,0.105485232,266.0337553
nation,Northern Ireland,N92000002,24/12/2022,3,5042,18.96,0.158227848,265.92827
nation,Northern Ireland,N92000002,23/12/2022,2,5039,18.96,0.105485232,265.7700422
nation,Northern Ireland,N92000002,22/12/2022,8,5037,18.96,0.421940928,265.664557
nation,Northern Ireland,N92000002,21/12/2022,4,5029,18.96,0.210970464,265.242616
nation,Northern Ireland,N92000002,20/12/2022,2,5025,18.96,0.105485232,265.0316456
nation,Northern Ireland,N92000002,19/12/2022,1,5023,18.96,0.052742616,264.9261603
nation,Northern Ireland,N92000002,18/12/2022,1,5022,18.96,0.052742616,264.8734177
nation,Northern Ireland,N92000002,17/12/2022,2,5021,18.96,0.105485232,264.8206751
nation,Northern Ireland,N92000002,16/12/2022,3,5019,18.96,0.158227848,264.7151899
nation,Northern Ireland,N92000002,15/12/2022,3,5016,18.96,0.158227848,264.556962
nation,Northern Ireland,N92000002,14/12/2022,2,5013,18.96,0.105485232,264.3987342
nation,Northern Ireland,N92000002,13/12/2022,1,5011,18.96,0.052742616,264.2932489
nation,Northern Ireland,N92000002,12/12/2022,0,5010,18.96,0,264.2405063
nation,Northern Ireland,N92000002,11/12/2022,1,5010,18.96,0.052742616,264.2405063
nation,Northern Ireland,N92000002,10/12/2022,2,5009,18.96,0.105485232,264.1877637
nation,Northern Ireland,N92000002,09/12/2022,2,5007,18.96,0.105485232,264.0822785
nation,Northern Ireland,N92000002,08/12/2022,1,5005,18.96,0.052742616,263.9767932
nation,Northern Ireland,N92000002,07/12/2022,3,5004,18.96,0.158227848,263.9240506
nation,Northern Ireland,N92000002,06/12/2022,2,5001,18.96,0.105485232,263.7658228
nation,Northern Ireland,N92000002,05/12/2022,1,4999,18.96,0.052742616,263.6603376
nation,Northern Ireland,N92000002,04/12/2022,3,4998,18.96,0.158227848,263.6075949
nation,Northern Ireland,N92000002,03/12/2022,3,4995,18.96,0.158227848,263.4493671
nation,Northern Ireland,N92000002,02/12/2022,0,4992,18.96,0,263.2911392
nation,Northern Ireland,N92000002,01/12/2022,0,4992,18.96,0,263.2911392
nation,Northern Ireland,N92000002,30/11/2022,2,4992,18.96,0.105485232,263.2911392
nation,Northern Ireland,N92000002,29/11/2022,4,4990,18.96,0.210970464,263.185654
nation,Northern Ireland,N92000002,28/11/2022,0,4986,18.96,0,262.9746835
nation,Northern Ireland,N92000002,27/11/2022,2,4986,18.96,0.105485232,262.9746835
nation,Northern Ireland,N92000002,26/11/2022,2,4984,18.96,0.105485232,262.8691983
nation,Northern Ireland,N92000002,25/11/2022,0,4982,18.96,0,262.7637131
nation,Northern Ireland,N92000002,24/11/2022,2,4982,18.96,0.105485232,262.7637131
nation,Northern Ireland,N92000002,23/11/2022,5,4980,18.96,0.26371308,262.6582278
nation,Northern Ireland,N92000002,22/11/2022,3,4975,18.96,0.158227848,262.3945148
nation,Northern Ireland,N92000002,21/11/2022,2,4972,18.96,0.105485232,262.2362869
nation,Northern Ireland,N92000002,20/11/2022,1,4970,18.96,0.052742616,262.1308017
nation,Northern Ireland,N92000002,19/11/2022,3,4969,18.96,0.158227848,262.0780591
nation,Northern Ireland,N92000002,18/11/2022,0,4966,18.96,0,261.9198312
nation,Northern Ireland,N92000002,17/11/2022,2,4966,18.96,0.105485232,261.9198312
nation,Northern Ireland,N92000002,16/11/2022,4,4964,18.96,0.210970464,261.814346
nation,Northern Ireland,N92000002,15/11/2022,1,4960,18.96,0.052742616,261.6033755
nation,Northern Ireland,N92000002,14/11/2022,0,4959,18.96,0,261.5506329
nation,Northern Ireland,N92000002,13/11/2022,4,4959,18.96,0.210970464,261.5506329
nation,Northern Ireland,N92000002,12/11/2022,0,4955,18.96,0,261.3396624
nation,Northern Ireland,N92000002,11/11/2022,0,4955,18.96,0,261.3396624
nation,Northern Ireland,N92000002,10/11/2022,0,4955,18.96,0,261.3396624
nation,Northern Ireland,N92000002,09/11/2022,2,4955,18.96,0.105485232,261.3396624
nation,Northern Ireland,N92000002,08/11/2022,0,4953,18.96,0,261.2341772
nation,Northern Ireland,N92000002,07/11/2022,2,4953,18.96,0.105485232,261.2341772
nation,Northern Ireland,N92000002,06/11/2022,1,4951,18.96,0.052742616,261.128692
nation,Northern Ireland,N92000002,05/11/2022,4,4950,18.96,0.210970464,261.0759494
nation,Northern Ireland,N92000002,04/11/2022,3,4946,18.96,0.158227848,260.8649789
nation,Northern Ireland,N92000002,03/11/2022,2,4943,18.96,0.105485232,260.7067511
nation,Northern Ireland,N92000002,02/11/2022,2,4941,18.96,0.105485232,260.6012658
nation,Northern Ireland,N92000002,01/11/2022,2,4939,18.96,0.105485232,260.4957806
nation,Northern Ireland,N92000002,31/10/2022,2,4937,18.96,0.105485232,260.3902954
nation,Northern Ireland,N92000002,30/10/2022,0,4935,18.96,0,260.2848101
nation,Northern Ireland,N92000002,29/10/2022,1,4935,18.96,0.052742616,260.2848101
nation,Northern Ireland,N92000002,28/10/2022,2,4934,18.96,0.105485232,260.2320675
nation,Northern Ireland,N92000002,27/10/2022,3,4932,18.96,0.158227848,260.1265823
nation,Northern Ireland,N92000002,26/10/2022,0,4929,18.96,0,259.9683544
nation,Northern Ireland,N92000002,25/10/2022,6,4929,18.96,0.316455696,259.9683544
nation,Northern Ireland,N92000002,24/10/2022,1,4923,18.96,0.052742616,259.6518987
nation,Northern Ireland,N92000002,23/10/2022,4,4922,18.96,0.210970464,259.5991561
nation,Northern Ireland,N92000002,22/10/2022,1,4918,18.96,0.052742616,259.3881857
nation,Northern Ireland,N92000002,21/10/2022,2,4917,18.96,0.105485232,259.335443
nation,Northern Ireland,N92000002,20/10/2022,3,4915,18.96,0.158227848,259.2299578
nation,Northern Ireland,N92000002,19/10/2022,3,4912,18.96,0.158227848,259.07173
nation,Northern Ireland,N92000002,18/10/2022,4,4909,18.96,0.210970464,258.9135021
nation,Northern Ireland,N92000002,17/10/2022,1,4905,18.96,0.052742616,258.7025316
nation,Northern Ireland,N92000002,16/10/2022,1,4904,18.96,0.052742616,258.649789
nation,Northern Ireland,N92000002,15/10/2022,0,4903,18.96,0,258.5970464
nation,Northern Ireland,N92000002,14/10/2022,1,4903,18.96,0.052742616,258.5970464
nation,Northern Ireland,N92000002,13/10/2022,3,4902,18.96,0.158227848,258.5443038
nation,Northern Ireland,N92000002,12/10/2022,0,4899,18.96,0,258.3860759
nation,Northern Ireland,N92000002,11/10/2022,0,4899,18.96,0,258.3860759
nation,Northern Ireland,N92000002,10/10/2022,2,4899,18.96,0.105485232,258.3860759
nation,Northern Ireland,N92000002,09/10/2022,5,4897,18.96,0.26371308,258.2805907
nation,Northern Ireland,N92000002,08/10/2022,0,4892,18.96,0,258.0168776
nation,Northern Ireland,N92000002,07/10/2022,1,4892,18.96,0.052742616,258.0168776
nation,Northern Ireland,N92000002,06/10/2022,0,4891,18.96,0,257.964135
nation,Northern Ireland,N92000002,05/10/2022,1,4891,18.96,0.052742616,257.964135
nation,Northern Ireland,N92000002,04/10/2022,1,4890,18.96,0.052742616,257.9113924
nation,Northern Ireland,N92000002,03/10/2022,2,4889,18.96,0.105485232,257.8586498
nation,Northern Ireland,N92000002,02/10/2022,1,4887,18.96,0.052742616,257.7531646
nation,Northern Ireland,N92000002,01/10/2022,3,4886,18.96,0.158227848,257.7004219
nation,Northern Ireland,N92000002,30/09/2022,4,4883,18.96,0.210970464,257.5421941
nation,Northern Ireland,N92000002,29/09/2022,3,4879,18.96,0.158227848,257.3312236
nation,Northern Ireland,N92000002,28/09/2022,2,4876,18.96,0.105485232,257.1729958
nation,Northern Ireland,N92000002,27/09/2022,2,4874,18.96,0.105485232,257.0675105
nation,Northern Ireland,N92000002,26/09/2022,2,4872,18.96,0.105485232,256.9620253
nation,Northern Ireland,N92000002,25/09/2022,1,4870,18.96,0.052742616,256.8565401
nation,Northern Ireland,N92000002,24/09/2022,0,4869,18.96,0,256.8037975
nation,Northern Ireland,N92000002,23/09/2022,0,4869,18.96,0,256.8037975
nation,Northern Ireland,N92000002,22/09/2022,2,4869,18.96,0.105485232,256.8037975
nation,Northern Ireland,N92000002,21/09/2022,0,4867,18.96,0,256.6983122
nation,Northern Ireland,N92000002,20/09/2022,2,4867,18.96,0.105485232,256.6983122
nation,Northern Ireland,N92000002,19/09/2022,0,4865,18.96,0,256.592827
nation,Northern Ireland,N92000002,18/09/2022,0,4865,18.96,0,256.592827
nation,Northern Ireland,N92000002,17/09/2022,2,4865,18.96,0.105485232,256.592827
nation,Northern Ireland,N92000002,16/09/2022,0,4863,18.96,0,256.4873418
nation,Northern Ireland,N92000002,15/09/2022,2,4863,18.96,0.105485232,256.4873418
nation,Northern Ireland,N92000002,14/09/2022,1,4861,18.96,0.052742616,256.3818565
nation,Northern Ireland,N92000002,13/09/2022,0,4860,18.96,0,256.3291139
nation,Northern Ireland,N92000002,12/09/2022,0,4860,18.96,0,256.3291139
nation,Northern Ireland,N92000002,11/09/2022,0,4860,18.96,0,256.3291139
nation,Northern Ireland,N92000002,10/09/2022,1,4860,18.96,0.052742616,256.3291139
nation,Northern Ireland,N92000002,09/09/2022,2,4859,18.96,0.105485232,256.2763713
nation,Northern Ireland,N92000002,08/09/2022,2,4857,18.96,0.105485232,256.1708861
nation,Northern Ireland,N92000002,07/09/2022,3,4855,18.96,0.158227848,256.0654008
nation,Northern Ireland,N92000002,06/09/2022,2,4852,18.96,0.105485232,255.907173
nation,Northern Ireland,N92000002,05/09/2022,0,4850,18.96,0,255.8016878
nation,Northern Ireland,N92000002,04/09/2022,1,4850,18.96,0.052742616,255.8016878
nation,Northern Ireland,N92000002,03/09/2022,2,4849,18.96,0.105485232,255.7489451
nation,Northern Ireland,N92000002,02/09/2022,0,4847,18.96,0,255.6434599
nation,Northern Ireland,N92000002,01/09/2022,0,4847,18.96,0,255.6434599
nation,Northern Ireland,N92000002,31/08/2022,3,4847,18.96,0.158227848,255.6434599
nation,Northern Ireland,N92000002,30/08/2022,1,4844,18.96,0.052742616,255.4852321
nation,Northern Ireland,N92000002,29/08/2022,2,4843,18.96,0.105485232,255.4324895
nation,Northern Ireland,N92000002,28/08/2022,0,4841,18.96,0,255.3270042
nation,Northern Ireland,N92000002,27/08/2022,0,4841,18.96,0,255.3270042
nation,Northern Ireland,N92000002,26/08/2022,2,4841,18.96,0.105485232,255.3270042
nation,Northern Ireland,N92000002,25/08/2022,1,4839,18.96,0.052742616,255.221519
nation,Northern Ireland,N92000002,24/08/2022,0,4838,18.96,0,255.1687764
nation,Northern Ireland,N92000002,23/08/2022,4,4838,18.96,0.210970464,255.1687764
nation,Northern Ireland,N92000002,22/08/2022,2,4834,18.96,0.105485232,254.9578059
nation,Northern Ireland,N92000002,21/08/2022,1,4832,18.96,0.052742616,254.8523207
nation,Northern Ireland,N92000002,20/08/2022,1,4831,18.96,0.052742616,254.7995781
nation,Northern Ireland,N92000002,19/08/2022,0,4830,18.96,0,254.7468354
nation,Northern Ireland,N92000002,18/08/2022,1,4830,18.96,0.052742616,254.7468354
nation,Northern Ireland,N92000002,17/08/2022,0,4829,18.96,0,254.6940928
nation,Northern Ireland,N92000002,16/08/2022,0,4829,18.96,0,254.6940928
nation,Northern Ireland,N92000002,15/08/2022,1,4829,18.96,0.052742616,254.6940928
nation,Northern Ireland,N92000002,14/08/2022,4,4828,18.96,0.210970464,254.6413502
nation,Northern Ireland,N92000002,13/08/2022,4,4824,18.96,0.210970464,254.4303797
nation,Northern Ireland,N92000002,12/08/2022,0,4820,18.96,0,254.2194093
nation,Northern Ireland,N92000002,11/08/2022,1,4820,18.96,0.052742616,254.2194093
nation,Northern Ireland,N92000002,10/08/2022,3,4819,18.96,0.158227848,254.1666667
nation,Northern Ireland,N92000002,09/08/2022,2,4816,18.96,0.105485232,254.0084388
nation,Northern Ireland,N92000002,08/08/2022,2,4814,18.96,0.105485232,253.9029536
nation,Northern Ireland,N92000002,07/08/2022,0,4812,18.96,0,253.7974684
nation,Northern Ireland,N92000002,06/08/2022,0,4812,18.96,0,253.7974684
nation,Northern Ireland,N92000002,05/08/2022,1,4812,18.96,0.052742616,253.7974684
nation,Northern Ireland,N92000002,04/08/2022,2,4811,18.96,0.105485232,253.7447257
nation,Northern Ireland,N92000002,03/08/2022,0,4809,18.96,0,253.6392405
nation,Northern Ireland,N92000002,02/08/2022,0,4809,18.96,0,253.6392405
nation,Northern Ireland,N92000002,01/08/2022,4,4809,18.96,0.210970464,253.6392405
nation,Northern Ireland,N92000002,31/07/2022,2,4805,18.96,0.105485232,253.42827
nation,Northern Ireland,N92000002,30/07/2022,3,4803,18.96,0.158227848,253.3227848
nation,Northern Ireland,N92000002,29/07/2022,6,4800,18.96,0.316455696,253.164557
nation,Northern Ireland,N92000002,28/07/2022,3,4794,18.96,0.158227848,252.8481013
